instances,mae,rmse,rmae,rrmse,r2,adjusted_r2
2700.0,2.275043834556021,2.814752407157462,0.5259196127262743,0.5274654354295707,0.7217802144270934,0.7206416661974424
2800.0,2.32384287547388,3.015140043487784,0.5700703793760595,0.6008585299328062,0.638969027006987,0.6375445862957521
2900.0,2.150749239440953,2.7754852101519405,0.5425980528426366,0.5792303896775864,0.6644921556739514,0.6632142518347593
3000.0,2.0439930901042285,2.4404866635516473,0.5487046968728452,0.5259589437119884,0.7233671895293694,0.7223487956487882
3100.0,2.3461400584840213,2.9358470059996935,0.5264486174152948,0.542398155419806,0.7058042409971921,0.704756263876392
3200.0,1.928991151784601,2.3538345678858628,0.4642068975023103,0.46191698811345155,0.7866326960921974,0.7858964851941467
3300.0,1.8584885449932549,2.3881481950401935,0.5231046473267119,0.5531823836969209,0.6939892503673926,0.6929654917767725
3400.0,1.8796567826567196,2.385070208382345,0.5171092864797165,0.5322614172553523,0.7166977837013238,0.7157779713107437
3500.0,2.0890703703021924,2.9379037870810154,0.5114805821804921,0.5901368873751265,0.6517384541591973,0.6506401522657773
3600.0,1.9954688906587217,2.576667155352373,0.49703647578750015,0.5319200326223389,0.71706107889505,0.7161936518793994
3700.0,1.8888546484273068,2.414209404583481,0.4967090554418363,0.5186876660426698,0.7309631050952079,0.7301606631635504
3800.0,2.0055949575230105,2.484432430497837,0.4972297291474588,0.49909500717907135,0.7509041738089227,0.7501808226769
3900.0,1.9472192394138488,2.6725973350009316,0.5155086948381363,0.5778368843313626,0.6661045351062234,0.665159872011102
4000.0,1.8323978895093487,2.2871678059333753,0.5230028439552108,0.5247253368792908,0.7246633208369149,0.7239038666065252
4100.0,2.048588327413768,2.667621953234727,0.4573226993064172,0.499062953487726,0.7509361684561078,0.7502659869133037
4200.0,2.0977558488103547,2.6681538623384644,0.4838471722104221,0.49505693671419737,0.7549186294111552,0.7542749104339639
4300.0,2.0341556815556143,2.5838832306920363,0.5167439093678226,0.5332462630952348,0.7156484228949676,0.7149189762186253
4400.0,1.8794216406130604,2.397583733342939,0.4032863620382036,0.43029214990187914,0.8148486657328188,0.8143845215493778
4500.0,1.960834515025602,2.517323879118423,0.49292019507249923,0.5006003103484754,0.7493993292790102,0.7487851119488117
4600.0,1.995819160917466,2.5978848386968147,0.5414778293077573,0.5765565851219131,0.6675825041525583,0.6667855136437697
4700.0,2.116607052457772,2.6986925608024284,0.5084015202941318,0.5437582360258699,0.7043269807540343,0.7036332087378856
4800.0,1.9315943161504385,2.462139655187474,0.540775268454007,0.526196079309827,0.7231176861189662,0.7224815738690307
4900.0,1.964198359416294,2.518313768033149,0.5048247166562363,0.5170152438539933,0.7326952376225959,0.7320936925354127
5000.0,2.094109752677745,2.752017383730466,0.5165398931113833,0.5607426213814497,0.68556771256626,0.6848742973373565
5100.0,5.186773154295818,6.467713172928937,1.2442698959579397,1.308155313450514,-0.7112703241088125,-0.7149700044478842
5200.0,4.9630967001798325,6.051710148741591,1.0636500613145627,1.0580706707411296,-0.11951354428258387,-0.1218872237326818
5300.0,4.765393394781046,5.856251511602664,1.0451561864719328,1.0541361261252629,-0.1112029724023762,-0.11351447631622391
5400.0,4.539321637233591,5.605165904514491,1.1493576870600506,1.1720581777970023,-0.3737203721408293,-0.37652492375433133
5500.0,4.686436899481212,5.812415589168696,1.0468645798225076,1.0610947779958344,-0.12592212789002888,-0.12817889600351107
5600.0,4.135426261046863,5.3125997358810935,1.1413867855349862,1.182526807054163,-0.39836964940171393,-0.4011223455619535
5700.0,4.367657496551546,5.544093885731831,1.0110040955014419,1.051604051752451,-0.10587108166217152,-0.10800972123641261
5800.0,4.242873685205208,5.361457824140659,1.0991625378724867,1.1019162181823416,-0.2142193518932738,-0.21652695605202044
5900.0,4.1123830874352265,5.173602023589479,0.9615770900522439,0.9946917420676775,0.010588338262368824,0.008739912943225847
6000.0,4.373312630757519,5.556141191858004,1.0969763995256936,1.0891274704735976,-0.18619864694021704,-0.18837770257086883
6100.0,4.340420322371696,5.578648508047419,1.0428291517703572,1.078422679650531,-0.1629954759846315,-0.16509681472244875
6200.0,5.255976801413574,6.074344322650838,1.1366581396919175,1.0885158809152387,-0.18486682300467816,-0.18697308270943758
6300.0,4.451655332026745,5.387493069931312,1.161396383088536,1.1486182736844428,-0.3193239386418296,-0.32163191626986065
6400.0,4.46173365389356,5.396060091545214,1.2177940911225718,1.1667323308136703,-0.3612643317658999,-0.3636083999639941
6500.0,4.234039715626994,5.377135614750585,1.0593750410496474,1.0758756929734643,-0.15750850673113193,-0.15947099032762435
6600.0,4.717446392488801,5.78677929467481,1.2404176529066624,1.2168486348758258,-0.4807206001991611,-0.4831929630713818
6700.0,4.609396860092383,5.441451764534317,1.1286336591803623,1.1068662252899908,-0.2251528406877128,-0.22716789470200172
6800.0,4.721944009446377,5.649856315144812,1.062650997632587,1.0788858911453163,-0.16399476611242347,-0.16588102751891087
6900.0,4.805945181394829,5.756032772025895,1.2260567484504241,1.193596565236711,-0.42467276054487435,-0.42694793481403703
7000.0,4.394122374040597,5.529114680550533,1.1172948055961427,1.1369247227816146,-0.29259782527205136,-0.2946325385058799
7100.0,4.293187559391109,5.299692862400653,1.0902393732438942,1.0198811081882782,-0.040157474839350504,-0.041771714712831365
7200.0,4.740263808336541,5.719475525231314,1.2589493792507367,1.1932819410533935,-0.4239217908441544,-0.426100858693248
7300.0,4.060848591443915,4.996527635437922,1.0215514363769884,1.03581133048009,-0.07290511235093411,-0.0745244806599159
7400.0,4.816344849539262,5.723631479808949,1.232279882698032,1.173635539655928,-0.377420379943461,-0.37947122241495235
7500.0,4.053615189842747,5.097380989381231,1.0339657047499111,1.070224571453638,-0.14538063334312334,-0.14706321707266068
7600.0,4.240405215540107,5.362924545037242,1.068208714268933,1.1195281946687032,-0.2533433786581658,-0.2551602971037694
7700.0,4.311200598193283,5.42094158588231,0.9011350362313816,0.9609544620629205,0.07656652184136314,0.07524527206772313
7800.0,4.563167124758965,5.368374839745149,1.2029944117403961,1.1067970369012678,-0.22499968089342648,-0.22672990643141144
7900.0,4.726692373608508,5.674771761680409,1.0786846023118042,1.085223351452604,-0.1777097225380222,-0.17935206621803212
8000.0,4.584440767991426,5.974039712962391,1.122378316225547,1.1732541120076077,-0.37652521134275974,-0.378420776856627
8100.0,4.823082319659454,5.817937949423521,1.083839015790174,1.1008603895446833,-0.2118935972684719,-0.21354182050906934
8200.0,3.8787644084154222,5.067633382391183,1.0261812783311102,1.0921014900603718,-0.19268566459208447,-0.19428795358946038
8300.0,4.719631630731064,5.8740952075976764,1.131210212982058,1.1996825817079586,-0.4392382968534727,-0.44114848281696073
8400.0,4.591281528117738,5.581185742448458,1.0741022223680894,1.0653487855266173,-0.1349680348230382,-0.13645642876474717
8500.0,4.8142209892425045,5.95241620722587,1.1271589234104695,1.134636381596129,-0.28739971844155643,-0.2890681205271899
8600.0,4.797947234226393,6.000328810033653,1.0606382331938922,1.1318562443401947,-0.28109855785189053,-0.2827394619199355
8700.0,4.904476187118349,5.922092314435439,1.0956492198531633,1.1108883097183815,-0.2340728366689626,-0.23563531378721292
8800.0,4.736393582748152,5.814184557983076,1.0814033583250435,1.096196732185543,-0.20164727565426332,-0.20315138580813197
8900.0,4.111483552860878,5.264204419688164,0.9806808680814432,1.0085675832923948,-0.01720857006826182,-0.018467491565870908
9000.0,4.265309952505312,5.1988690087960805,1.013991218619594,1.0054188413040672,-0.010867046449213325,-0.012104200155370393
9100.0,4.093158202636282,5.110327527467224,1.0993711165131965,1.0666504795055454,-0.13774324542941008,-0.1391203554315803
9200.0,4.363055726250186,5.280771861518497,1.0988808700532369,1.0719716455352568,-0.14912320883156616,-0.15049895494575272
9300.0,4.833448834379393,5.842912297374899,1.1971688889873688,1.1681116304834662,-0.36448478127074213,-0.366100773152092
9400.0,4.986860211581808,6.040081948318524,1.1347752865960912,1.1146663662351435,-0.2424811080158591,-0.2439369337708841
9500.0,4.659182868759522,5.740041422258604,1.132767729139419,1.1448961472530248,-0.3107871879948201,-0.3123068611680855
9600.0,4.484763877843835,5.563744937071701,1.1735865630802722,1.1234224092289897,-0.2620779095578676,-0.26352585042198284
9700.0,4.868993167489412,5.997944694853056,1.1661977799695729,1.186171784565375,-0.4070035024990062,-0.40860104982843315
9800.0,4.341211606543613,5.459354960715711,1.041963147827157,1.0673999212596554,-0.13934259190511877,-0.1406230136982285
9900.0,4.154743709241732,5.107828598191252,1.0703640745937857,1.0602679294884008,-0.12416808230162046,-0.1254186738171259
10000.0,4.0270092737964625,4.988938743948704,1.0182809645888777,0.9956830976459405,0.008615169062184513,0.007523335547935828
